order_id,product_id,customer_id,quantity,price,order_date,shipping_date,payment_method,order_status
191,31,855,2,357.05,2022-09-23,2022-09-24,E-Wallet,completed
192,30,1878,1,82.5,2022-08-20,2022-08-29,Credit Card,completed
193,46,2243,1,228.36,2022-09-15,2022-09-23,Bank Transfer,completed
194,14,1806,1,354.46,2024-07-28,2024-08-01,Credit Card,completed
195,33,2428,2,1231.13,2024-08-11,2024-08-17,Credit Card,completed
196,32,2419,5,1116.08,2022-04-23,2022-04-26,Bank Transfer,completed
197,43,2108,1,382.74,2022-03-22,2022-03-23,Bank Transfer,completed
198,2,693,1,606.07,2024-06-29,2024-07-02,PayPal,completed
199,41,2232,2,865.58,2023-10-17,2023-10-18,Debit Card,shipped
200,30,2470,1,84.45,2022-01-08,2022-01-14,E-Wallet,completed
201,40,1237,1,492.55,2023-10-21,2023-10-27,PayPal,completed
202,3,2232,1,639.39,2024-07-26,2024-08-07,PayPal,completed
203,24,2261,1,546.2,2023-11-16,2023-11-25,E-Wallet,completed
204,33,1016,2,1229.48,2023-01-14,2023-01-22,Debit Card,completed
205,12,1909,4,860.42,2023-01-22,2023-01-25,Credit Card,completed
206,11,458,2,787.6,2024-01-21,2024-01-29,E-Wallet,completed
207,9,2917,2,929.92,2023-10-18,2023-10-26,Bank Transfer,processing
208,17,1517,1,115.9,2023-07-10,2023-07-20,E-Wallet,completed
209,23,868,2,840.62,2024-03-01,2024-03-03,Debit Card,completed
210,35,2369,1,404.24,2024-10-18,2024-10-30,PayPal,completed
211,25,2774,1,536.31,2022-03-11,2022-03-15,Debit Card,cancelled
212,26,230,1,133.54,2022-12-30,2023-01-05,Bank Transfer,completed
213,19,1614,1,245.91,2024-01-07,2024-01-08,Bank Transfer,completed
214,41,195,2,977.33,2023-08-07,2023-08-08,Credit Card,cancelled
215,5,558,2,1243.56,2024-09-26,2024-10-04,PayPal,completed
216,13,283,2,597.06,2022-10-01,2022-10-07,PayPal,processing
217,20,1766,1,366.62,2022-03-23,2022-04-04,E-Wallet,processing
218,47,2092,2,602.47,2023-02-06,2023-02-13,E-Wallet,shipped
219,36,2351,4,613.36,2022-11-16,2022-11-28,E-Wallet,completed
220,11,798,5,2087.76,2023-01-06,2023-01-11,Bank Transfer,completed
221,38,79,1,421.23,2022-12-04,2022-12-16,E-Wallet,completed
222,18,2843,2,1207.33,2024-03-27,2024-04-04,Debit Card,shipped
223,11,1064,1,406.72,2023-03-28,2023-04-04,Credit Card,completed
224,31,883,1,157.84,2023-05-20,2023-05-23,Debit Card,shipped
225,29,2004,1,20.57,2023-03-01,2023-03-11,Credit Card,processing
226,31,2349,1,159.73,2022-01-13,2022-01-18,Bank Transfer,shipped
227,34,175,1,310.21,2023-12-26,2023-12-28,PayPal,shipped
228,14,2877,1,361.17,2022-08-16,2022-08-24,E-Wallet,completed
229,17,970,2,234.25,2024-07-16,2024-07-17,Credit Card,processing
230,10,2858,3,102.62,2024-01-07,2024-01-16,Credit Card,completed
231,26,75,1,125.19,2024-02-11,2024-02-21,E-Wallet,completed
232,5,2807,1,631.39,2022-12-25,2023-01-05,Debit Card,completed
233,12,2171,1,219.75,2022-02-16,2022-02-26,PayPal,completed
234,30,1110,1,84.84,2022-12-01,2022-12-08,PayPal,processing
235,14,12,2,717.98,2023-05-06,2023-05-15,Credit Card,completed
236,21,751,3,1968.12,2023-03-04,2023-03-10,Credit Card,processing
237,16,1014,1,518.77,2022-04-30,2022-05-10,Debit Card,completed
238,30,2760,1,87.13,2024-08-24,2024-09-02,E-Wallet,completed
239,6,2195,2,1373.81,2024-10-08,2024-10-18,PayPal,completed
240,26,1964,1,136.65,2022-05-16,2022-05-24,E-Wallet,completed
241,40,253,3,1494.33,2023-11-06,2023-11-07,Bank Transfer,processing
242,16,2168,1,547.65,2024-01-23,2024-02-01,Bank Transfer,shipped
243,49,2890,1,169.75,2024-02-15,2024-02-24,PayPal,completed
244,11,38,1,398.51,2023-05-22,2023-05-27,PayPal,completed
245,13,786,1,323.3,2023-11-18,2023-11-19,E-Wallet,completed
246,18,1144,1,639.23,2024-08-18,2024-08-29,Debit Card,completed
247,34,2540,1,300.73,2024-09-01,2024-09-04,PayPal,cancelled
248,35,381,2,827.18,2022-02-28,2022-03-07,PayPal,processing
249,7,1566,2,894.36,2022-02-02,2022-02-04,Bank Transfer,processing
250,15,2641,1,322.78,2024-02-21,2024-02-25,Credit Card,completed
251,11,1502,3,1235.9,2022-08-23,2022-08-25,PayPal,completed
252,12,59,1,204.38,2024-08-20,2024-08-27,Credit Card,completed
253,43,629,1,343.34,2022-05-17,2022-05-19,Bank Transfer,completed
254,20,362,1,405.42,2022-01-08,2022-01-18,Bank Transfer,completed
255,6,641,1,605.32,2022-08-21,2022-08-27,Credit Card,completed
256,26,2647,2,256.76,2023-06-05,2023-06-06,Credit Card,completed
257,43,2599,4,1370.86,2022-06-29,2022-07-02,PayPal,completed
258,19,333,1,243.91,2024-07-06,2024-07-09,Bank Transfer,completed
259,7,524,3,1320.81,2023-03-14,2023-03-26,Bank Transfer,shipped
260,46,730,1,217.54,2024-07-06,2024-07-07,Debit Card,shipped
261,31,903,2,331.58,2024-08-10,2024-08-12,PayPal,completed
262,18,1681,1,621.85,2024-04-11,2024-04-15,PayPal,shipped
263,39,75,1,427.65,2023-03-10,2023-03-16,E-Wallet,completed
264,3,1361,2,1109.38,2023-08-05,2023-08-12,E-Wallet,completed
265,41,300,1,476.76,2024-03-07,2024-03-15,E-Wallet,cancelled
266,22,2579,2,289.16,2023-05-21,2023-05-22,Bank Transfer,completed
267,25,1555,1,538.51,2024-06-16,2024-06-22,Bank Transfer,processing
268,18,2498,1,589.87,2024-02-27,2024-03-09,Bank Transfer,completed
269,28,1427,4,667.06,2024-04-19,2024-04-25,Bank Transfer,completed
270,22,482,3,454.83,2022-09-17,2022-09-18,PayPal,processing
271,34,2276,4,1191.7,2023-10-11,2023-10-19,Bank Transfer,shipped
272,21,2255,1,616.66,2024-05-06,2024-05-09,Bank Transfer,shipped
273,16,2673,4,2023.49,2022-12-05,2022-12-15,Credit Card,completed
274,18,2900,2,1159.55,2024-10-19,2024-10-24,Debit Card,shipped
275,27,2384,4,1410.5,2022-10-08,2022-10-20,Credit Card,completed
276,49,2701,2,339.36,2023-10-30,2023-11-06,Bank Transfer,completed
277,7,160,1,432.74,2022-07-06,2022-07-17,PayPal,completed
278,21,1119,1,675.83,2023-05-29,2023-06-09,Credit Card,completed
279,28,642,2,342.61,2023-07-28,2023-08-01,Debit Card,processing
280,19,41,1,245.64,2023-05-25,2023-05-26,Bank Transfer,processing
281,37,2563,1,646.7,2022-07-31,2022-08-03,E-Wallet,completed
282,17,2344,1,114.85,2024-01-15,2024-01-17,Credit Card,completed
283,7,1540,1,463.93,2023-02-15,2023-02-17,Credit Card,completed
284,6,39,1,686.18,2024-10-10,2024-10-19,Debit Card,completed
285,35,2437,1,437.48,2023-03-21,2023-03-28,PayPal,completed
286,5,178,3,1864.52,2023-08-23,2023-09-01,Bank Transfer,shipped
287,6,1337,1,663.6,2022-02-11,2022-02-20,Credit Card,completed
288,12,1385,2,410.04,2023-04-02,2023-04-11,Credit Card,processing
289,47,2049,3,945.12,2022-04-14,2022-04-26,PayPal,shipped
290,28,1281,1,157.62,2024-02-29,2024-03-06,PayPal,completed
291,34,1888,1,309.56,2024-02-29,2024-03-12,E-Wallet,completed
292,30,483,1,87.84,2024-07-14,2024-07-16,Bank Transfer,completed
293,27,1333,1,359.77,2022-11-01,2022-11-06,Bank Transfer,completed
294,39,2602,2,858.89,2022-11-10,2022-11-17,Bank Transfer,completed
295,39,303,1,463.82,2024-09-05,2024-09-11,Debit Card,shipped
296,44,2739,2,713.55,2024-02-13,2024-02-17,PayPal,completed
297,19,352,3,780.47,2022-10-03,2022-10-13,Credit Card,completed
298,33,547,1,640.31,2023-11-24,2023-11-28,PayPal,completed
299,50,604,1,162.0,2024-01-02,2024-01-11,PayPal,shipped
300,9,495,1,411.17,2023-02-08,2023-02-13,Bank Transfer,completed
301,11,1040,3,1176.78,2024-04-25,2024-04-26,PayPal,processing
302,36,833,2,334.47,2023-11-13,2023-11-23,PayPal,completed
303,21,2207,2,1269.13,2023-05-27,2023-05-31,Debit Card,completed
304,50,507,4,616.31,2023-04-22,2023-05-04,Debit Card,cancelled
305,44,153,1,399.87,2022-03-23,2022-03-30,E-Wallet,completed
306,16,1883,1,537.01,2023-01-25,2023-02-03,Debit Card,completed
307,48,2880,2,923.58,2024-07-11,2024-07-20,Debit Card,shipped
308,25,2865,1,559.43,2022-02-12,2022-02-14,PayPal,completed
309,36,1516,4,654.55,2022-02-15,2022-02-18,Credit Card,completed
310,33,1054,3,1777.15,2024-05-03,2024-05-15,Credit Card,completed
311,1,1919,1,341.82,2022-12-27,2022-12-29,Debit Card,completed
312,3,695,2,1198.57,2024-04-30,2024-05-01,Bank Transfer,cancelled
313,4,1641,5,3005.8,2023-11-26,2023-12-02,Bank Transfer,completed
314,35,1289,1,432.45,2023-12-03,2023-12-14,PayPal,completed
315,14,1461,2,747.44,2023-07-25,2023-07-30,Bank Transfer,completed
316,18,408,2,1145.96,2023-10-12,2023-10-21,Credit Card,processing
317,28,2923,3,519.34,2022-04-09,2022-04-12,E-Wallet,completed
318,27,945,3,1085.4,2022-07-20,2022-07-25,PayPal,completed
319,24,1379,1,530.56,2022-06-05,2022-06-08,E-Wallet,completed
320,12,2212,1,199.5,2022-08-09,2022-08-16,Bank Transfer,completed
321,10,1766,1,34.78,2022-09-04,2022-09-13,Credit Card,completed
322,44,2475,1,377.24,2024-08-04,2024-08-07,Bank Transfer,processing
323,8,807,2,1222.33,2022-02-19,2022-02-21,Debit Card,completed
324,36,775,1,161.48,2023-01-02,2023-01-14,E-Wallet,completed
325,2,1457,1,657.77,2023-05-13,2023-05-15,E-Wallet,completed
326,1,2192,2,696.26,2022-06-01,2022-06-07,Bank Transfer,shipped
327,37,2524,3,1829.27,2022-05-17,2022-05-27,PayPal,shipped
328,16,1651,3,1489.33,2024-03-06,2024-03-15,PayPal,completed
329,22,673,2,318.85,2023-01-04,2023-01-06,Debit Card,shipped
330,47,1531,1,300.55,2022-05-17,2022-05-21,PayPal,shipped
331,43,573,1,366.05,2024-02-06,2024-02-14,Bank Transfer,processing
332,23,845,3,1421.84,2023-07-11,2023-07-16,E-Wallet,processing
333,2,1192,4,2559.07,2024-10-07,2024-10-08,E-Wallet,completed
334,37,2170,1,613.58,2022-06-13,2022-06-23,Debit Card,shipped
335,37,1290,1,673.82,2023-08-28,2023-08-29,Credit Card,completed
336,18,1435,1,572.27,2022-11-20,2022-11-27,E-Wallet,completed
337,8,1531,1,671.8,2024-03-05,2024-03-14,Credit Card,completed
338,20,2879,2,774.09,2022-07-11,2022-07-15,Credit Card,completed
339,13,2326,2,675.59,2022-05-07,2022-05-19,Credit Card,processing
340,48,1420,5,2293.68,2023-12-20,2023-12-30,Credit Card,completed
341,15,1813,4,1329.58,2023-01-22,2023-01-30,E-Wallet,processing
342,39,703,1,419.98,2023-09-22,2023-09-29,Bank Transfer,completed
343,19,109,1,240.33,2023-07-03,2023-07-12,Credit Card,processing
344,28,731,1,162.55,2024-02-08,2024-02-18,E-Wallet,completed
345,5,1251,2,1092.65,2022-07-02,2022-07-14,E-Wallet,completed
346,37,22,1,641.22,2022-05-04,2022-05-05,PayPal,completed
347,35,2981,1,392.66,2022-10-01,2022-10-06,Bank Transfer,completed
348,32,2048,2,493.71,2022-10-04,2022-10-10,Bank Transfer,completed
349,47,1246,2,587.16,2023-10-23,2023-10-28,Debit Card,completed
350,42,700,1,118.67,2023-02-24,2023-02-25,Credit Card,completed
351,25,1922,1,572.19,2024-05-13,2024-05-19,Credit Card,completed
352,17,1723,1,105.56,2022-10-22,2022-10-28,PayPal,completed
353,19,600,1,261.7,2022-02-10,2022-02-18,Debit Card,completed
354,3,393,2,1255.31,2024-02-20,2024-02-28,Bank Transfer,completed
355,21,2149,3,1829.18,2023-10-05,2023-10-09,Bank Transfer,processing
356,35,2862,4,1607.9,2024-08-04,2024-08-06,Bank Transfer,completed
357,33,866,1,638.17,2024-06-28,2024-07-08,Debit Card,completed
358,4,2105,1,598.31,2022-03-01,2022-03-06,Debit Card,completed
359,32,2155,2,499.13,2022-05-28,2022-05-29,Credit Card,completed
360,3,1884,1,629.65,2022-02-05,2022-02-17,Bank Transfer,completed
361,45,604,2,361.82,2024-01-15,2024-01-27,E-Wallet,completed
362,21,2255,2,1390.84,2024-07-06,2024-07-08,PayPal,completed
363,40,992,3,1486.12,2024-03-27,2024-04-03,E-Wallet,completed
364,18,684,1,611.59,2024-10-14,2024-10-16,Debit Card,shipped
365,40,1464,1,480.89,2023-08-01,2023-08-11,Credit Card,cancelled
366,38,1157,2,850.87,2022-06-04,2022-06-13,Debit Card,completed
367,11,2844,2,807.86,2023-08-12,2023-08-16,Debit Card,completed
368,7,232,1,492.95,2024-03-25,2024-03-27,E-Wallet,processing
369,10,580,1,37.07,2024-01-31,2024-02-07,E-Wallet,completed
370,5,1458,1,630.35,2023-07-17,2023-07-20,PayPal,completed
371,44,2863,1,400.47,2024-03-21,2024-03-23,Debit Card,completed
372,25,2333,1,533.97,2024-07-18,2024-07-28,E-Wallet,completed
373,29,4,1,21.24,2023-01-12,2023-01-15,Credit Card,completed
374,6,1390,1,633.35,2023-04-05,2023-04-14,Credit Card,shipped
375,13,2924,3,911.17,2024-02-18,2024-02-19,E-Wallet,completed
376,33,1697,1,599.64,2022-10-12,2022-10-20,Credit Card,shipped
377,39,2471,4,1702.37,2023-12-10,2023-12-15,Bank Transfer,completed
378,17,2661,1,108.62,2024-10-12,2024-10-21,Debit Card,completed
379,49,2188,3,562.14,2022-02-27,2022-03-01,Credit Card,shipped
380,27,1574,1,378.95,2023-09-19,2023-09-25,E-Wallet,shipped
381,48,2443,2,872.86,2022-02-27,2022-03-04,E-Wallet,completed
382,10,2114,1,34.78,2023-01-14,2023-01-16,Bank Transfer,processing
